Name;Status;Kreis;Einwohner
Badem;Siedlung;Bitburg-Prüm;1.070
Bad Ems;Siedlung;Rhein-Lahn-Kreis;8.950
Badenheim;Siedlung;Mainz-Bingen;570
Bad Hönningen;Siedlung;Neuwied;5.720
Bad Kreuznach;Siedlung;Bad Kreuznach;37.100
Bad Marienberg (Westerwald);Siedlung;Westerwaldkreis;4.890
Bad Münster - Ebernburg;Siedlung;Bad Kreuznach;3.910
Bad Neuenahr-Ahrweiler;Siedlung;Ahrweiler;20.600
Bad Salzig;Siedlung;Rhein-Hunsrück-Kreis;2.460
Bad Sobernheim;Siedlung;Bad Kreuznach;6.040
Balduinstein;Siedlung;Rhein-Lahn-Kreis;540
Bann;Siedlung;Kaiserslautern;2.190
Bannberscheid;Siedlung;Westerwaldkreis;620
Barbelroth;Siedlung;Südliche Weinstraße;580
Bärenbach;Siedlung;Bad Kreuznach;500
Barl;Siedlung;Cochem-Zell;1.190
Bassenheim;Siedlung;Mayen-Koblenz;2.900
Battweiler;Siedlung;Südwestpfalz;720
Baumholder;Siedlung;Birkenfeld;4.190
Bausendorf;Siedlung;Bernkastel-Wittlich;1.250
Becheln;Siedlung;Rhein-Lahn-Kreis;670
Bechhofen;Siedlung;Südwestpfalz;2.150
Bechtheim;Siedlung;Alzey-Worms;1.770
Bechtolsheim;Siedlung;Alzey-Worms;1.580
Bedesbach;Siedlung;Kusel;800
Beindersheim;Siedlung;Rhein-Pfalz-Kreis;2.990
Bekond;Siedlung;Trier-Saarburg;770
Bell;Siedlung;Mayen-Koblenz;1.360
Bellheim;Siedlung;Germersheim;8.360
Bellingen;Siedlung;Westerwaldkreis;600
Beltheim;Siedlung;Rhein-Hunsrück-Kreis;900
Bendorf;Siedlung;Mayen-Koblenz;15.000
Bengel;Siedlung;Bernkastel-Wittlich;780
Berg;Siedlung;Ahrweiler;550
Berg (Pfalz);Siedlung;Germersheim;1.960
Bergweiler;Siedlung;Bernkastel-Wittlich;870
Berndorf;Siedlung;Vulkaneifel;560
Bernkastel-Kues;Siedlung;Bernkastel-Wittlich;860
Berod bei Hachenburg;Siedlung;Altenkirchen (Westerwald);560
Berod bei Wallmerod;Siedlung;Westerwaldkreis;540
Berschweiler bei Baumholder;Siedlung;Birkenfeld;510
Beßlich;Siedlung;Trier-Saarburg;530
Bettenfeld;Siedlung;Bernkastel-Wittlich;670
Bettingen;Siedlung;Bitburg-Prüm;1.000
Betzdorf;Siedlung;Altenkirchen (Westerwald);9.760
Beuren (Hochwald);Siedlung;Trier-Saarburg;760
Biebelnheim;Siedlung;Alzey-Worms;680
Biebelsheim;Siedlung;Bad Kreuznach;670
Biebernheim;Siedlung;Rhein-Hunsrück-Kreis;1.690
Biedesheim;Siedlung;Donnersbergkreis;590
Biersdorf am See;Siedlung;Bitburg-Prüm;540
Billigheim-Ingenheim;Siedlung;Südliche Weinstraße;1.670
Bingen am Rhein;Siedlung;Mainz-Bingen;12.500
Binningen;Siedlung;Cochem-Zell;690
Binsfeld;Siedlung;Bernkastel-Wittlich;1.060
Birkenfeld;Siedlung;Birkenfeld;6.680
Birkenheide;Siedlung;Rhein-Pfalz-Kreis;3.020
Birken-Honigsessen;Siedlung;Altenkirchen (Westerwald);2.250
Birkenhördt;Siedlung;Südliche Weinstraße;660
Birkweiler;Siedlung;Südliche Weinstraße;740
Birlenbach;Siedlung;Rhein-Lahn-Kreis;1.520
Birnbach;Siedlung;Altenkirchen (Westerwald);580
Birresborn;Siedlung;Vulkaneifel;1.190
Birresdorf;Siedlung;Ahrweiler;860
Bischheim;Siedlung;Donnersbergkreis;690
Bischofsdhron;Siedlung;Bernkastel-Wittlich;780
Bitburg;Siedlung;Bitburg-Prüm;11.300
Bitzen;Siedlung;Altenkirchen (Westerwald);520
Blankenrath;Siedlung;Cochem-Zell;1.710
Bleialf;Siedlung;Bitburg-Prüm;1.120
Bobenheim am Berg;Siedlung;Bad Dürkheim;830
Bobenheim-Roxheim;Siedlung;Rhein-Pfalz-Kreis;9.770
Böbingen;Siedlung;Südliche Weinstraße;720
Böchingen;Siedlung;Südliche Weinstraße;790
Bockenau;Siedlung;Bad Kreuznach;1.250
Bockenheim an der Weinstraße;Siedlung;Bad Dürkheim;2.120
Boden;Siedlung;Westerwaldkreis;570
Bodenheim;Siedlung;Mainz-Bingen;7.040
Bogel;Siedlung;Rhein-Lahn-Kreis;720
Böhl;Siedlung;Rhein-Pfalz-Kreis;3.480
Bolanden;Siedlung;Donnersbergkreis;1.500
Bollenbach;Siedlung;Birkenfeld;1.800
Bollendorf;Siedlung;Bitburg-Prüm;1.440
Bombogen;Siedlung;Bernkastel-Wittlich;1.320
Bonefeld;Siedlung;Neuwied;930
Boos;Siedlung;Mayen-Koblenz;630
Boppard;Siedlung;Rhein-Hunsrück-Kreis;5.150
Bornheim;Siedlung;Alzey-Worms;880
Bornheim;Siedlung;Südliche Weinstraße;1.380
Bornich;Siedlung;Rhein-Lahn-Kreis;950
Borod;Siedlung;Westerwaldkreis;540
Börrstadt;Siedlung;Donnersbergkreis;820
Bosenbach;Siedlung;Kusel;560
Bosenheim;Siedlung;Bad Kreuznach;1.400
Bottenbach;Siedlung;Südwestpfalz;730
Brachbach;Siedlung;Altenkirchen (Westerwald);2.310
Braubach;Siedlung;Rhein-Lahn-Kreis;2.850
Brauheck;Siedlung;Cochem-Zell;960
Brauneberg;Siedlung;Bernkastel-Wittlich;1.160
Braunweiler;Siedlung;Bad Kreuznach;620
Breitenau;Siedlung;Westerwaldkreis;650
Breitenbach;Siedlung;Kusel;1.760
Breitscheidt;Siedlung;Altenkirchen (Westerwald);900
Bremm;Siedlung;Cochem-Zell;830
Bretzenheim;Siedlung;Bad Kreuznach;2.470
Brey;Siedlung;Mayen-Koblenz;1.430
Briedel;Siedlung;Cochem-Zell;930
Brohl-Lützing;Siedlung;Ahrweiler;1.290
Bruchertseifen;Siedlung;Altenkirchen (Westerwald);640
Bruchhausen;Siedlung;Neuwied;840
Bruchmühlbach - Vogelbach;Siedlung;Kaiserslautern;3.860
Bruchweiler;Siedlung;Birkenfeld;500
Bruchweiler-Bärenbach;Siedlung;Südwestpfalz;1.580
Brücken;Siedlung;Birkenfeld;1.210
Brücken (Pfalz);Siedlung;Kusel;2.200
Brückrachdorf;Siedlung;Neuwied;720
Bruttig-Fankel;Siedlung;Cochem-Zell;1.100
Bubenheim;Siedlung;Mainz-Bingen;870
Bubenheim;Siedlung;Koblenz;1.380
Buch;Siedlung;Rhein-Hunsrück-Kreis;720
Buch;Siedlung;Rhein-Lahn-Kreis;550
Büchel;Siedlung;Cochem-Zell;1.140
Büchelberg;Siedlung;Germersheim;840
Buchenau;Siedlung;Rhein-Hunsrück-Kreis;1.880
Büchenbeuren;Siedlung;Rhein-Hunsrück-Kreis;1.690
Buchholz;Siedlung;Rhein-Hunsrück-Kreis;2.500
Buchholz;Siedlung;Kaiserslautern;960
Buchholz (Westerwald);Siedlung;Neuwied;1.600
Budenheim;Siedlung;Mainz-Bingen;8.220
Büdesheim;Siedlung;Bitburg-Prüm;570
Büdesheim - Dietersheim;Siedlung;Mainz-Bingen;8.270
Bullay;Siedlung;Cochem-Zell;1.510
Bundenbach;Siedlung;Birkenfeld;920
Bundenthal;Siedlung;Südwestpfalz;1.120
Burgbrohl;Siedlung;Ahrweiler;2.490
Burgen;Siedlung;Mayen-Koblenz;730
Burgen;Siedlung;Bernkastel-Wittlich;580
Burgschwalbach;Siedlung;Rhein-Lahn-Kreis;1.000
Burrweiler;Siedlung;Südliche Weinstraße;800
Busenberg;Siedlung;Südwestpfalz;1.270
Butzweiler;Siedlung;Trier-Saarburg;1.510
Caan;Siedlung;Westerwaldkreis;700
Carlsberg;Siedlung;Bad Dürkheim;3.300
Clausen;Siedlung;Südwestpfalz;1.390
Cochem;Siedlung;Cochem-Zell;4.140
Contwig;Siedlung;Südwestpfalz;3.700
Daaden;Siedlung;Altenkirchen (Westerwald);4.280
Dachsenhausen;Siedlung;Rhein-Lahn-Kreis;1.000
Dahlheim;Siedlung;Rhein-Lahn-Kreis;870
Dahn;Siedlung;Südwestpfalz;4.220
Daleiden;Siedlung;Bitburg-Prüm;670
Dalheim;Siedlung;Mainz-Bingen;1.000
Damflos;Siedlung;Trier-Saarburg;630
Dammheim;Siedlung;Landau in der Pfalz;930
Damscheid;Siedlung;Rhein-Hunsrück-Kreis;630
Dannenfels;Siedlung;Donnersbergkreis;880
Dannstadt-Schauernheim;Siedlung;Rhein-Pfalz-Kreis;6.740
Dansenberg;Siedlung;Kaiserslautern Stadt;2.520
Darscheid;Siedlung;Vulkaneifel;840
Dattenberg;Siedlung;Neuwied;1.270
Daufenbach (Westerwald);Siedlung;Neuwied;620
Daun;Siedlung;Vulkaneifel;5.900
Dausenau;Siedlung;Rhein-Lahn-Kreis;1.220
Daxweiler;Siedlung;Bad Kreuznach;730
Deesen;Siedlung;Westerwaldkreis;680
Deidesheim;Siedlung;Bad Dürkheim;3.700
Dellfeld;Siedlung;Südwestpfalz;1.370
Densborn;Siedlung;Vulkaneifel;530
Dernau;Siedlung;Ahrweiler;1.670
Dernbach;Siedlung;Neuwied;1.010
Dernbach (Westerwald);Siedlung;Westerwaldkreis;2.380
Derschen;Siedlung;Altenkirchen (Westerwald);1.060
Detzem;Siedlung;Trier-Saarburg;560
Dexheim;Siedlung;Mainz-Bingen;1.410
Dichtelbach;Siedlung;Rhein-Hunsrück-Kreis;680
Dickenschied;Siedlung;Rhein-Hunsrück-Kreis;730
Dieblich;Siedlung;Mayen-Koblenz;2.070
Dienheim;Siedlung;Mainz-Bingen;2.130
Dierbach;Siedlung;Südliche Weinstraße;560
Dierdorf;Siedlung;Neuwied;3.490
Diez;Siedlung;Rhein-Lahn-Kreis;10.800
Dirmstein;Siedlung;Bad Dürkheim;2.960
Dittelsheim-Heßloch;Siedlung;Alzey-Worms;2.080
Dittweiler;Siedlung;Kusel;880
Dockweiler;Siedlung;Vulkaneifel;680
Dohr;Siedlung;Cochem-Zell;670
Dolgesheim;Siedlung;Mainz-Bingen;890
Dommershausen;Siedlung;Rhein-Hunsrück-Kreis;500
Donsieders;Siedlung;Südwestpfalz;970
Dörnbach;Siedlung;Donnersbergkreis;600
Dorn-Dürkheim;Siedlung;Mainz-Bingen;940
Dörrebach;Siedlung;Bad Kreuznach;660
Dörrenbach;Siedlung;Südliche Weinstraße;910
Dorsheim;Siedlung;Bad Kreuznach;690
Drais;Siedlung;Mainz;3.150
Dreikirchen;Siedlung;Westerwaldkreis;990
Dreis;Siedlung;Bernkastel-Wittlich;1.360
Dreisbach;Siedlung;Westerwaldkreis;580
Dreis-Brück;Siedlung;Vulkaneifel;510
Dreisen;Siedlung;Donnersbergkreis;910
Dromersheim;Siedlung;Mainz-Bingen;1.420
Duchroth;Siedlung;Bad Kreuznach;540
Dudeldorf;Siedlung;Bitburg-Prüm;1.010
Dudenhofen;Siedlung;Rhein-Pfalz-Kreis;5.690
Düngenheim;Siedlung;Cochem-Zell;1.300
Dunzweiler;Siedlung;Kusel;880
Duttweiler;Siedlung;Neustadt an der Weinstraße;930
Ebernhahn;Siedlung;Westerwaldkreis;1.200
Ebersheim;Siedlung;Mainz;5.460
Ebertsheim;Siedlung;Bad Dürkheim;1.000
Echternacherbrück;Siedlung;Bitburg-Prüm;630
Edenkoben;Siedlung;Südliche Weinstraße;6.470
Edesheim;Siedlung;Südliche Weinstraße;2.110
Ediger-Eller;Siedlung;Cochem-Zell;1.070
Ehlscheid;Siedlung;Neuwied;1.290
Eich;Siedlung;Alzey-Worms;3.100
Eich;Siedlung;Mayen-Koblenz;2.030
Eimsheim;Siedlung;Mainz-Bingen;520
Einselthum;Siedlung;Donnersbergkreis;840
Eisenberg (Pfalz);Siedlung;Donnersbergkreis;7.100
Eitelborn;Siedlung;Westerwaldkreis;2.380
Elgendorf;Siedlung;Westerwaldkreis;1.290
Elkenroth;Siedlung;Altenkirchen (Westerwald);1.870
Ellenz-Poltersdorf;Siedlung;Cochem-Zell;580
Ellern (Hunsrück);Siedlung;Rhein-Hunsrück-Kreis;820
Ellerstadt;Siedlung;Bad Dürkheim;1.800
Elmstein;Siedlung;Bad Dürkheim;1.510
Elsoff (Westerwald);Siedlung;Westerwaldkreis;870
Emmelshausen;Siedlung;Rhein-Hunsrück-Kreis;4.800
Emmerichenhain;Siedlung;Westerwaldkreis;660
Emmerzhausen;Siedlung;Altenkirchen (Westerwald);720
Engelstadt;Siedlung;Mainz-Bingen;720
Engers;Siedlung;Neuwied;5.350
Enkenbach-Alsenborn;Siedlung;Kaiserslautern;6.630
Enkirch;Siedlung;Bernkastel-Wittlich;1.530
Enzweiler;Siedlung;Birkenfeld;1.070
Eppelsheim;Siedlung;Alzey-Worms;1.270
Eppenbrunn;Siedlung;Südwestpfalz;1.380
Eppenrod;Siedlung;Rhein-Lahn-Kreis;700
Erbes-Büdesheim;Siedlung;Alzey-Worms;1.330
Erdesbach;Siedlung;Kusel;600
Erdorf;Siedlung;Bitburg-Prüm;510
Erfenbach;Siedlung;Kaiserslautern Stadt;2.720
Erfweiler;Siedlung;Südwestpfalz;1.190
Erlenbach;Siedlung;Kaiserslautern Stadt;2.140
Erlenbach bei Kandel;Siedlung;Germersheim;700
Erlenbrunn;Siedlung;Pirmasens;1.560
Ernst;Siedlung;Cochem-Zell;540
Erpel;Siedlung;Neuwied;2.510
Erpolzheim;Siedlung;Bad Dürkheim;1.300
Erzenhausen;Siedlung;Kaiserslautern;730
Esch;Siedlung;Ahrweiler;570
Eschbach;Siedlung;Südliche Weinstraße;630
Eschelbach;Siedlung;Westerwaldkreis;580
Essenheim;Siedlung;Mainz-Bingen;3.360
Essingen;Siedlung;Südliche Weinstraße;2.120
Esthal;Siedlung;Bad Dürkheim;1.300
Etschberg;Siedlung;Kusel;670
Ettringen;Siedlung;Mayen-Koblenz;2.720
Etzbach;Siedlung;Altenkirchen (Westerwald);960
Eußerthal;Siedlung;Südliche Weinstraße;890
Fachbach;Siedlung;Rhein-Lahn-Kreis;1.010
Faid;Siedlung;Cochem-Zell;1.080
Farschweiler;Siedlung;Trier-Saarburg;740
Fehl-Ritzhausen;Siedlung;Westerwaldkreis;800
Feilbingert;Siedlung;Bad Kreuznach;1.560
Fell;Siedlung;Trier-Saarburg;2.060
Fernthal;Siedlung;Neuwied;1.190
Ferschweiler;Siedlung;Bitburg-Prüm;900
Feusdorf;Siedlung;Vulkaneifel;510
Filsen;Siedlung;Rhein-Lahn-Kreis;650
Fischbach;Siedlung;Birkenfeld;700
Fischbach;Siedlung;Kaiserslautern;760
Fischbach bei Dahn;Siedlung;Südwestpfalz;1.290
Flacht;Siedlung;Rhein-Lahn-Kreis;1.070
Flammersfeld;Siedlung;Altenkirchen (Westerwald);1.280
Fließem;Siedlung;Bitburg-Prüm;690
Flomborn;Siedlung;Alzey-Worms;980
Flomersheim - Eppstein;Siedlung;Frankenthal (Pfalz);5.270
Flonheim;Siedlung;Alzey-Worms;2.600
Flörsheim-Dalsheim;Siedlung;Alzey-Worms;2.950
Fluterschen;Siedlung;Altenkirchen (Westerwald);650
Föhren;Siedlung;Trier-Saarburg;2.670
Forst an der Weinstraße;Siedlung;Bad Dürkheim;830
Framersheim;Siedlung;Alzey-Worms;1.630
Frankeneck;Siedlung;Bad Dürkheim;790
Frankenstein;Siedlung;Kaiserslautern;780
Frankenthal (Pfalz);Siedlung;Frankenthal (Pfalz);36.500
Frankweiler;Siedlung;Südliche Weinstraße;870
Freckenfeld;Siedlung;Germersheim;1.530
Frei-Laubersheim;Siedlung;Bad Kreuznach;980
Freilingen;Siedlung;Westerwaldkreis;700
Freimersheim;Siedlung;Alzey-Worms;650
Freimersheim (Pfalz);Siedlung;Südliche Weinstraße;940
Freinsheim;Siedlung;Bad Dürkheim;5.050
Freirachdorf;Siedlung;Westerwaldkreis;630
Freisbach;Siedlung;Germersheim;1.070
Freudenburg;Siedlung;Trier-Saarburg;1.440
Freusburg;Siedlung;Altenkirchen (Westerwald);1.060
Friedelsheim;Siedlung;Bad Dürkheim;1.440
Friedewald;Siedlung;Altenkirchen (Westerwald);1.090
Friedrichssegen;Siedlung;Rhein-Lahn-Kreis;820
Friesenhagen;Siedlung;Altenkirchen (Westerwald);870
Friesenheim;Siedlung;Mainz-Bingen;660
Frohnhofen;Siedlung;Kusel;540
Frücht;Siedlung;Rhein-Lahn-Kreis;540
Fürfeld;Siedlung;Bad Kreuznach;1.540
Fürthen;Siedlung;Altenkirchen (Westerwald);1.170
Fußgönheim;Siedlung;Rhein-Pfalz-Kreis;2.550
Gabsheim;Siedlung;Alzey-Worms;730
Gamlen;Siedlung;Cochem-Zell;540
Gau-Algesheim;Siedlung;Mainz-Bingen;6.450
Gau-Bickelheim;Siedlung;Alzey-Worms;2.010
Gau-Bischofsheim;Siedlung;Mainz-Bingen;1.840
Gauersheim;Siedlung;Donnersbergkreis;630
Gaugrehweiler;Siedlung;Donnersbergkreis;530
Gau-Heppenheim;Siedlung;Alzey-Worms;530
Gau-Odernheim;Siedlung;Alzey-Worms;3.400
Gau-Weinheim;Siedlung;Alzey-Worms;630
Gebhardshain;Siedlung;Altenkirchen (Westerwald);1.900
Gehlert;Siedlung;Westerwaldkreis;600
Geinsheim;Siedlung;Neustadt an der Weinstraße;1.840
Geiselberg;Siedlung;Südwestpfalz;850
Geisfeld;Siedlung;Trier-Saarburg;550
Gelsdorf;Siedlung;Ahrweiler;1.320
Gemmerich;Siedlung;Rhein-Lahn-Kreis;550
Gemünden;Siedlung;Rhein-Hunsrück-Kreis;880
Gemünden;Siedlung;Westerwaldkreis;1.030
Gensingen;Siedlung;Mainz-Bingen;3.690
Germersheim;Siedlung;Germersheim;19.800
Gerolsheim;Siedlung;Bad Dürkheim;1.670
Gerolstein;Siedlung;Vulkaneifel;5.040
Gersbach;Siedlung;Pirmasens;1.430
Gevenich;Siedlung;Cochem-Zell;650
Gillenfeld;Siedlung;Vulkaneifel;1.420
Gimbsheim;Siedlung;Alzey-Worms;2.910
Girkenroth;Siedlung;Westerwaldkreis;580
Girod;Siedlung;Westerwaldkreis;1.180
Gladbach;Siedlung;Neuwied;2.950
Glan-Münchweiler;Siedlung;Kusel;1.260
Glees;Siedlung;Ahrweiler;530
Gleisweiler;Siedlung;Südliche Weinstraße;570
Gleiszellen-Gleishorbach;Siedlung;Südliche Weinstraße;750
Göcklingen;Siedlung;Südliche Weinstraße;910
Godendorf;Siedlung;Trier-Saarburg;600
Godramstein;Siedlung;Landau in der Pfalz;2.720
Göllheim;Siedlung;Donnersbergkreis;3.670
Gommersheim;Siedlung;Südliche Weinstraße;1.450
Gonbach;Siedlung;Donnersbergkreis;500
Gondershausen;Siedlung;Rhein-Hunsrück-Kreis;1.280
Gönnersdorf;Siedlung;Ahrweiler;620
Gönnheim;Siedlung;Bad Dürkheim;1.490
Gonzerath;Siedlung;Bernkastel-Wittlich;1.170
Görgeshausen;Siedlung;Westerwaldkreis;820
Gossersweiler-Stein;Siedlung;Südliche Weinstraße;1.400
Göttschied;Siedlung;Birkenfeld;2.520
Gräfenhausen;Siedlung;Südliche Weinstraße;500
Greimerath;Siedlung;Trier-Saarburg;1.000
Greimersburg;Siedlung;Cochem-Zell;670
Gries;Siedlung;Kusel;980
Grolsheim;Siedlung;Mainz-Bingen;1.200
Großfischlingen;Siedlung;Südliche Weinstraße;640
Großholbach;Siedlung;Westerwaldkreis;990
Großkarlbach;Siedlung;Bad Dürkheim;1.120
Großlittgen;Siedlung;Bernkastel-Wittlich;900
Großmaischeid;Siedlung;Neuwied;2.040
Großniedesheim;Siedlung;Rhein-Pfalz-Kreis;1.250
Großseifen;Siedlung;Westerwaldkreis;580
Großsteinhausen;Siedlung;Südwestpfalz;600
Großwinternheim;Siedlung;Mainz-Bingen;1.320
Grünstadt;Siedlung;Bad Dürkheim;12.800
Guckheim;Siedlung;Westerwaldkreis;930
Gückingen;Siedlung;Rhein-Lahn-Kreis;1.040
Guldental;Siedlung;Bad Kreuznach;2.520
Güllesheim;Siedlung;Altenkirchen (Westerwald);680
Gumbsheim;Siedlung;Alzey-Worms;570
Gundersheim;Siedlung;Alzey-Worms;1.580
Gundheim;Siedlung;Alzey-Worms;900
Guntersblum;Siedlung;Mainz-Bingen;3.720
Gusenburg;Siedlung;Trier-Saarburg;1.140
Gusterath;Siedlung;Trier-Saarburg;1.830
Gutenberg;Siedlung;Bad Kreuznach;980
Gutweiler;Siedlung;Trier-Saarburg;590
Hachenburg;Siedlung;Westerwaldkreis;5.790
Hackenheim;Siedlung;Bad Kreuznach;2.060
Hagenbach;Siedlung;Germersheim;5.260
Hahnenbach;Siedlung;Bad Kreuznach;520
Hahnheim;Siedlung;Mainz-Bingen;1.510
Hahnstätten;Siedlung;Rhein-Lahn-Kreis;2.860
Hainfeld;Siedlung;Südliche Weinstraße;780
Hallgarten;Siedlung;Bad Kreuznach;790
Halsenbach;Siedlung;Rhein-Hunsrück-Kreis;990
Hambuch;Siedlung;Cochem-Zell;750
Hamm am Rhein;Siedlung;Alzey-Worms;2.120
Hamm (Sieg);Siedlung;Altenkirchen (Westerwald);3.350
Hanhofen;Siedlung;Rhein-Pfalz-Kreis;2.380
Hanroth;Siedlung;Neuwied;610
Hardert;Siedlung;Neuwied;820
Hardtwald;Siedlung;Germersheim;650
Hargarten;Siedlung;Neuwied;610
Hargesheim;Siedlung;Bad Kreuznach;2.760
Hartenfels;Siedlung;Westerwaldkreis;820
Harthausen;Siedlung;Rhein-Pfalz-Kreis;2.970
Harxheim;Siedlung;Mainz-Bingen;2.130
Harxheim;Siedlung;Donnersbergkreis;820
Hasborn;Siedlung;Bernkastel-Wittlich;570
Haschbach am Remigiusberg;Siedlung;Kusel;710
Haßloch;Siedlung;Bad Dürkheim;19.300
Hatzenbühl;Siedlung;Germersheim;2.880
Hatzenport;Siedlung;Mayen-Koblenz;610
Hauenstein;Siedlung;Südwestpfalz;4.010
Hauptstuhl;Siedlung;Kaiserslautern;1.210
Hausen (Wied);Siedlung;Neuwied;1.240
Hayna;Siedlung;Südliche Weinstraße;1.180
Hefersweiler;Siedlung;Kusel;520
Heidenburg;Siedlung;Bernkastel-Wittlich;730
Heidenfahrt;Siedlung;Mainz-Bingen;940
Heidesheim am Rhein;Siedlung;Mainz-Bingen;6.160
Heilberscheid;Siedlung;Westerwaldkreis;670
Heiligenmoschel;Siedlung;Kaiserslautern;620
Heiligenroth;Siedlung;Westerwaldkreis;1.390
Heiligenstein - Berghausen;Siedlung;Rhein-Pfalz-Kreis;6.110
Heimbach;Siedlung;Birkenfeld;1.070
Heimbach-Weis;Siedlung;Neuwied;7.040
Heimersheim;Siedlung;Ahrweiler;4.220
Heimersheim;Siedlung;Alzey-Worms;810
Heistenbach;Siedlung;Rhein-Lahn-Kreis;1.080
Helferskirchen;Siedlung;Westerwaldkreis;1.050
Hellenhahn-Schellenberg;Siedlung;Westerwaldkreis;1.270
Helmenzen;Siedlung;Altenkirchen (Westerwald);690
Heltersberg;Siedlung;Südwestpfalz;2.070
Hengsberg;Siedlung;Pirmasens;510
Hennweiler;Siedlung;Bad Kreuznach;1.230
Heppenheim;Siedlung;Worms;2.030
Herborn;Siedlung;Birkenfeld;520
Herchweiler;Siedlung;Kusel;520
Herdorf;Siedlung;Altenkirchen (Westerwald);6.410
Herforst;Siedlung;Bitburg-Prüm;1.210
Hergenfeld;Siedlung;Bad Kreuznach;500
Hermersberg;Siedlung;Südwestpfalz;1.680
Hermeskeil;Siedlung;Trier-Saarburg;4.900
Herrstein;Siedlung;Birkenfeld;860
Herschbach;Siedlung;Westerwaldkreis;2.780
Herschbach (Oberwesterwald);Siedlung;Westerwaldkreis;910
Herschberg;Siedlung;Südwestpfalz;830
Herschweiler-Pettersheim;Siedlung;Kusel;1.330
Herxheim am Berg;Siedlung;Bad Dürkheim;740
Herxheim bei Landau/Pfalz;Siedlung;Südliche Weinstraße;8.650
Herxheimweyher;Siedlung;Südliche Weinstraße;540
Heßheim;Siedlung;Rhein-Pfalz-Kreis;3.010
Hettenleidelheim;Siedlung;Bad Dürkheim;2.950
Hettenrodt;Siedlung;Birkenfeld;700
Hetzerath;Siedlung;Bernkastel-Wittlich;2.010
Heuchelheim bei Frankenthal;Siedlung;Rhein-Pfalz-Kreis;1.220
Heuchelheim-Klingen;Siedlung;Südliche Weinstraße;870
Hilgert;Siedlung;Westerwaldkreis;1.480
Hillesheim;Siedlung;Vulkaneifel;2.660
Hillesheim;Siedlung;Mainz-Bingen;560
Hillscheid;Siedlung;Westerwaldkreis;2.470
Hinterweidenthal;Siedlung;Südwestpfalz;1.550
Hirschhorn/Pfalz;Siedlung;Kaiserslautern;780
Hochdorf-Assenheim;Siedlung;Rhein-Pfalz-Kreis;3.000
