Name;Status;Kreis;Einwohner
Anstel - Butzheim;Siedlung;Rhein-Kreis Neuss;3.570
Antfeld;Siedlung;Hochsauerlandkreis;820
Antweiler;Siedlung;Euskirchen;750
Anzhausen;Siedlung;Siegen-Wittgenstein;1.240
Aphoven - Laffeld;Siedlung;Heinsberg;1.560
Appeldorn;Siedlung;Kleve;1.410
Appelhülsen;Siedlung;Coesfeld;4.170
Apricke;Siedlung;Märkischer Kreis;640
Arfeld;Siedlung;Siegen-Wittgenstein;780
Arloff - Kirspenich;Siedlung;Euskirchen;2.190
Arnoldsweiler;Siedlung;Düren;3.210
Arnsberg;Siedlung;Hochsauerlandkreis;58.500
Asbeck;Siedlung;Borken;900
Ascheberg;Siedlung;Coesfeld;7.000
Asperden;Siedlung;Kleve;1.220
Assinghausen;Siedlung;Hochsauerlandkreis;760
Atteln;Siedlung;Paderborn;1.320
Attendorn;Siedlung;Olpe;18.200
Auf dem Sande;Siedlung;Minden-Lübbecke;700
Auf der Lüchte;Siedlung;Minden-Lübbecke;2.120
Augustdorf;Siedlung;Lippe;9.570
Baak;Siedlung;Ennepe-Ruhr-Kreis;7.590
Baal;Siedlung;Heinsberg;3.490
Bachum;Siedlung;Hochsauerlandkreis;720
Bad Berleburg;Siedlung;Siegen-Wittgenstein;6.360
Bad Driburg;Siedlung;Höxter;11.500
Bad Fredeburg;Siedlung;Hochsauerlandkreis;3.930
Bad Honnef;Siedlung;Rhein-Sieg-Kreis;18.000
Bad Laasphe;Siedlung;Siegen-Wittgenstein;6.210
Bad Lippspringe;Siedlung;Paderborn;14.800
Bad Meinberg;Siedlung;Lippe;3.900
Bad Münstereifel;Siedlung;Euskirchen;5.000
Bad Oeynhausen;Siedlung;Minden-Lübbecke;41.100
Bad Salzuflen;Siedlung;Lippe;40.500
Bad Sassendorf;Siedlung;Soest;7.470
Bad Waldliesborn;Siedlung;Soest;3.950
Bad Westernkotten;Siedlung;Soest;4.030
Bad Wünnenberg;Siedlung;Paderborn;3.570
Baerl;Siedlung;Duisburg;4.330
Baesweiler;Siedlung;Städteregion Aachen;15.700
Bahnhof Reken;Siedlung;Borken;3.110
Bahnhof Vorhelm;Siedlung;Warendorf;650
Balve;Siedlung;Märkischer Kreis;5.080
Banfe;Siedlung;Siegen-Wittgenstein;1.320
Barkenberg - Wulfen;Siedlung;Recklinghausen;13.900
Barkhausen;Siedlung;Minden-Lübbecke;3.980
Barlo;Siedlung;Borken;1.460
Barmen;Siedlung;Düren;1.260
Barntrup;Siedlung;Lippe;5.390
Barrenstein;Siedlung;Rhein-Kreis Neuss;790
Batenhorst;Siedlung;Gütersloh;540
Baumberg;Siedlung;Mettmann;16.000
Bavenhausen;Siedlung;Lippe;640
Bechen;Siedlung;Rheinisch-Bergischer Kreis;3.350
Beckrath;Siedlung;Mönchengladbach;1.270
Beckum;Siedlung;Warendorf;22.200
Beckum;Siedlung;Märkischer Kreis;1.530
Bedburdyck - Stessen;Siedlung;Rhein-Kreis Neuss;2.290
Bedburg;Siedlung;Rhein-Erft-Kreis;18.300
Bedburg - Schneppenbaum;Siedlung;Kleve;4.620
Beeck;Siedlung;Heinsberg;500
Beelen;Siedlung;Warendorf;4.770
Bega;Siedlung;Lippe;960
Beggendorf;Siedlung;Städteregion Aachen;1.590
Belecke;Siedlung;Soest;5.270
Belle;Siedlung;Lippe;1.020
Bellersen;Siedlung;Höxter;680
Benhausen;Siedlung;Paderborn;2.180
Benteler;Siedlung;Gütersloh;1.530
Bentfeld;Siedlung;Paderborn;1.140
Berchum;Siedlung;Hagen;1.610
Berg;Siedlung;Düren;620
Berge;Siedlung;Hochsauerlandkreis;1.140
Berge;Siedlung;Soest;610
Berghausen;Siedlung;Oberbergischer Kreis;1.180
Berghausen;Siedlung;Rhein-Sieg-Kreis;1.020
Berghausen;Siedlung;Siegen-Wittgenstein;1.140
Bergheim;Siedlung;Rhein-Erft-Kreis;32.000
Bergheim;Siedlung;Rhein-Sieg-Kreis;7.210
Bergheim;Siedlung;Höxter;1.230
Bergisch Gladbach;Siedlung;Rheinisch-Bergischer Kreis;101.100
Bergkamen;Siedlung;Unna;29.700
Bergneustadt;Siedlung;Oberbergischer Kreis;13.500
Bergstein;Siedlung;Düren;900
Beringhausen - Bredelar;Siedlung;Hochsauerlandkreis;2.020
Berkenroth;Siedlung;Oberbergischer Kreis;560
Berkum;Siedlung;Rhein-Sieg-Kreis;2.100
Berrendorf;Siedlung;Rhein-Erft-Kreis;4.690
Berrenrath;Siedlung;Rhein-Erft-Kreis;2.690
Berringhausen;Siedlung;Rheinisch-Bergischer Kreis;1.300
Berzbuir;Siedlung;Düren;500
Bestwig;Siedlung;Hochsauerlandkreis;7.780
Bettinghausen;Siedlung;Soest;680
Bevergern;Siedlung;Steinfurt;3.980
Beverungen;Siedlung;Höxter;6.260
Bexterhagen;Siedlung;Lippe;550
Beyenburg;Siedlung;Wuppertal;3.100
Bickenbach;Siedlung;Oberbergischer Kreis;930
Bielefeld;Siedlung;Bielefeld;294.700
Bielstein - Oberbantenberg;Siedlung;Oberbergischer Kreis;7.100
Bienen;Siedlung;Kleve;580
Bierenbachtal;Siedlung;Oberbergischer Kreis;1.660
Biesfeld;Siedlung;Rheinisch-Bergischer Kreis;1.680
Billerbeck;Siedlung;Coesfeld;8.980
Billmerich;Siedlung;Unna;1.370
Bilstein;Siedlung;Olpe;1.130
Binsfeld;Siedlung;Düren;820
Birgden - Schierwaldenrath - Langbroich;Siedlung;Heinsberg;4.220
Birgel;Siedlung;Düren;1.820
Birkelbach;Siedlung;Siegen-Wittgenstein;600
Birlinghoven;Siedlung;Rhein-Sieg-Kreis;1.930
Bislich;Siedlung;Wesel;1.120
Blankenhagen;Siedlung;Gütersloh;3.090
Blankenheim;Siedlung;Euskirchen;2.770
Blasheim - Hope;Siedlung;Minden-Lübbecke;1.560
Blatzheim;Siedlung;Rhein-Erft-Kreis;3.210
Bleiwäsche;Siedlung;Paderborn;870
Bliesheim;Siedlung;Rhein-Erft-Kreis;3.150
Blomberg;Siedlung;Lippe;7.800
Bocholt;Siedlung;Borken;62.900
Bochum;Siedlung;Bochum;360.100
Bockel;Siedlung;Gütersloh;1.330
Bockeroth;Siedlung;Rhein-Sieg-Kreis;690
Bocket;Siedlung;Heinsberg;920
Bockhorst;Siedlung;Gütersloh;900
Bödefeld;Siedlung;Hochsauerlandkreis;1.100
Bödexen;Siedlung;Höxter;810
Boich;Siedlung;Düren;570
Boisheim;Siedlung;Viersen;1.860
Boke;Siedlung;Paderborn;2.020
Bokel;Siedlung;Gütersloh;510
Bökendorf;Siedlung;Höxter;740
Bökenförde;Siedlung;Soest;1.460
Bommern;Siedlung;Ennepe-Ruhr-Kreis;9.160
Bönen;Siedlung;Unna;14.600
Bonenburg;Siedlung;Höxter;890
Bonn;Siedlung;Bonn;303.800
Bönninghardt;Siedlung;Wesel;570
Borbeck (Oberhausen);Siedlung;Oberhausen;2.870
Borchen;Siedlung;Paderborn;7.490
Borgeln;Siedlung;Soest;760
Borgentreich;Siedlung;Höxter;2.440
Borgholz;Siedlung;Höxter;960
Borgholzhausen;Siedlung;Gütersloh;4.470
Borghorst;Siedlung;Steinfurt;18.100
Borken;Siedlung;Borken;27.700
Bork - Hassel;Siedlung;Unna;5.920
Born;Siedlung;Viersen;1.960
Bornefeld;Siedlung;Remscheid;1.420
Bornheim;Siedlung;Rhein-Sieg-Kreis;29.500
Börninghausen - Eininghausen;Siedlung;Minden-Lübbecke;1.170
Borth;Siedlung;Wesel;3.020
Bösensell;Siedlung;Coesfeld;2.050
Bösingfeld;Siedlung;Lippe;5.110
Bösinghoven;Siedlung;Rhein-Kreis Neuss;2.020
Boslar;Siedlung;Düren;790
Bosseborn;Siedlung;Höxter;550
Bossendorf;Siedlung;Recklinghausen;1.570
Bottrop;Siedlung;Bottrop;96.900
Bourheim;Siedlung;Düren;700
Brachelen;Siedlung;Heinsberg;3.390
Bracht;Siedlung;Hochsauerlandkreis;500
Bracht - Alst - Börholz;Siedlung;Viersen;6.320
Brakel;Siedlung;Höxter;9.820
Brakelsiek;Siedlung;Lippe;960
Brambauer;Siedlung;Unna;18.700
Brandenberg;Siedlung;Düren;580
Brandhorst;Siedlung;Herford;1.640
Braschoß;Siedlung;Rhein-Sieg-Kreis;1.350
Brauersdorf;Siedlung;Siegen-Wittgenstein;630
Brauweiler - Dansweiler;Siedlung;Rhein-Erft-Kreis;10.900
Breckerfeld;Siedlung;Ennepe-Ruhr-Kreis;5.900
Bredenborn;Siedlung;Höxter;1.470
Bredenbruch;Siedlung;Märkischer Kreis;810
Bredenscheid;Siedlung;Ennepe-Ruhr-Kreis;1.820
Breidt;Siedlung;Rhein-Sieg-Kreis;570
Breinig;Siedlung;Städteregion Aachen;5.770
Breitenbenden;Siedlung;Euskirchen;620
Breitenheide;Siedlung;Lippe;3.960
Breitscheid;Siedlung;Mettmann;2.330
Bremen;Siedlung;Soest;4.110
Bremke;Siedlung;Hochsauerlandkreis;600
Brempt;Siedlung;Viersen;1.400
Brenken;Siedlung;Paderborn;2.080
Brenkhausen;Siedlung;Höxter;1.300
Brilon;Siedlung;Hochsauerlandkreis;13.000
Brilon-Wald;Siedlung;Hochsauerlandkreis;530
Brochterbeck;Siedlung;Steinfurt;1.710
Brockhagen;Siedlung;Gütersloh;1.970
Brock (I);Siedlung;Warendorf;580
Broekhuysen;Siedlung;Kleve;500
Broich;Siedlung;Düren;1.100
Broicher Siedlung;Siedlung;Städteregion Aachen;2.020
Bröl;Siedlung;Rhein-Sieg-Kreis;1.150
Bröleck;Siedlung;Rhein-Sieg-Kreis;510
Brombach;Siedlung;Rheinisch-Bergischer Kreis;770
Bronsfeld;Siedlung;Euskirchen;530
Bruch;Siedlung;Steinfurt;800
Brüchermühle;Siedlung;Oberbergischer Kreis;1.780
Bruchhausen;Siedlung;Höxter;670
Bruchhausen;Siedlung;Hochsauerlandkreis;1.200
Bruchmühlen;Siedlung;Herford;3.890
Bruckhausen;Siedlung;Wesel;3.620
Brügge;Siedlung;Märkischer Kreis;2.240
Brüggen;Siedlung;Viersen;6.480
Brühl;Siedlung;Rhein-Erft-Kreis;41.800
Brünen;Siedlung;Wesel;1.800
Brüxgen;Siedlung;Heinsberg;1.560
Buchholz;Siedlung;Mönchengladbach;500
Buchholz;Siedlung;Ennepe-Ruhr-Kreis;1.750
Budberg;Siedlung;Wesel;2.750
Budberg;Siedlung;Soest;520
Büderich;Siedlung;Wesel;3.710
Büderich;Siedlung;Soest;2.760
Bühne;Siedlung;Höxter;1.120
Buir;Siedlung;Rhein-Erft-Kreis;3.860
Buisdorf;Siedlung;Rhein-Sieg-Kreis;3.080
Buke;Siedlung;Paderborn;1.270
Buldern;Siedlung;Coesfeld;5.340
Bünde;Siedlung;Herford;35.400
Burbach;Siedlung;Siegen-Wittgenstein;6.170
Büren;Siedlung;Paderborn;8.350
Büren;Siedlung;Steinfurt;4.280
Burg (Burg an der Wupper);Siedlung;Solingen;1.350
Burgsteinfurt;Siedlung;Steinfurt;13.100
Burlo;Siedlung;Borken;2.700
Burscheid;Siedlung;Rheinisch-Bergischer Kreis;10.400
Bürvenich;Siedlung;Euskirchen;840
Busch;Siedlung;Unna;590
Buschhoven;Siedlung;Rhein-Sieg-Kreis;3.120
Büsdorf;Siedlung;Rhein-Erft-Kreis;1.350
Büttgen;Siedlung;Rhein-Kreis Neuss;6.110
Calle;Siedlung;Hochsauerlandkreis;1.090
Capelle;Siedlung;Coesfeld;1.550
Cappel;Siedlung;Lippe;550
Cappenberg;Siedlung;Unna;1.740
Castrop-Rauxel;Siedlung;Recklinghausen;67.400
Clarholz;Siedlung;Gütersloh;4.490
Cobbenrode;Siedlung;Hochsauerlandkreis;950
Coesfeld;Siedlung;Coesfeld;26.900
Dabringhausen;Siedlung;Rheinisch-Bergischer Kreis;3.690
Dahl;Siedlung;Paderborn;2.670
Dahl;Siedlung;Hagen;2.350
Dahlem;Siedlung;Euskirchen;1.470
Dalhausen;Siedlung;Höxter;1.790
Dalheim - Arsbeck;Siedlung;Heinsberg;3.200
Dam;Siedlung;Viersen;700
Dambroich;Siedlung;Rhein-Sieg-Kreis;640
Darfeld;Siedlung;Coesfeld;2.160
Darup;Siedlung;Coesfeld;1.490
Daseburg;Siedlung;Höxter;1.190
Datteln;Siedlung;Recklinghausen;29.700
Dattenfeld;Siedlung;Rhein-Sieg-Kreis;2.410
Davensberg;Siedlung;Coesfeld;1.760
Dedinghausen;Siedlung;Soest;1.680
Deininghausen;Siedlung;Recklinghausen;1.850
Deiringsen;Siedlung;Soest;1.250
Delbrück;Siedlung;Paderborn;10.900
Delecke;Siedlung;Soest;540
Delhoven;Siedlung;Rhein-Kreis Neuss;3.780
Denklingen;Siedlung;Oberbergischer Kreis;2.270
Deppendorf;Siedlung;Bielefeld;1.010
Derichsweiler;Siedlung;Düren;2.660
Detmold;Siedlung;Lippe;66.600
Deuten;Siedlung;Recklinghausen;540
Deuz;Siedlung;Siegen-Wittgenstein;2.780
Dhünn - Habenichts;Siedlung;Rheinisch-Bergischer Kreis;1.620
Dickenberg;Siedlung;Steinfurt;2.350
Dickenberg;Siedlung;Märkischer Kreis;2.510
Dielingen;Siedlung;Minden-Lübbecke;1.690
Dieringhausen;Siedlung;Oberbergischer Kreis;8.770
Diestedde;Siedlung;Warendorf;1.910
Diestelbruch;Siedlung;Lippe;2.060
Dilkrath;Siedlung;Viersen;960
Dingden;Siedlung;Wesel;4.870
Dingen;Siedlung;Recklinghausen;950
Dinker;Siedlung;Soest;710
Dinslaken;Siedlung;Wesel;66.900
Dirmerzheim;Siedlung;Rhein-Erft-Kreis;2.080
Disternich;Siedlung;Düren;630
Döhren;Siedlung;Minden-Lübbecke;760
Dolberg;Siedlung;Warendorf;2.570
Dollendorf;Siedlung;Euskirchen;720
Dom-Esch;Siedlung;Euskirchen;830
Donop;Siedlung;Lippe;590
Donsbrüggen;Siedlung;Kleve;1.380
Dörenthe;Siedlung;Steinfurt;1.000
Dörentrup;Siedlung;Lippe;2.970
Dorff;Siedlung;Städteregion Aachen;560
Dorlar;Siedlung;Hochsauerlandkreis;880
Dormagen;Siedlung;Rhein-Kreis Neuss;23.300
Dorsten;Siedlung;Recklinghausen;45.300
Dortmund;Siedlung;Dortmund;552.300
Dössel;Siedlung;Höxter;580
Dotzlar;Siedlung;Siegen-Wittgenstein;730
Doveren;Siedlung;Heinsberg;2.900
Drabenderhöhe;Siedlung;Oberbergischer Kreis;3.560
Dreiborn;Siedlung;Euskirchen;1.010
Dreierwalde;Siedlung;Steinfurt;2.090
Dreisel;Siedlung;Rhein-Sieg-Kreis;610
Dreis-Tiefenbach;Siedlung;Siegen-Wittgenstein;4.940
Dremmen;Siedlung;Heinsberg;3.650
Drensteinfurt;Siedlung;Warendorf;7.780
Drevenack - Peddenberg;Siedlung;Wesel;2.380
Drewer;Siedlung;Soest;650
Dreyen;Siedlung;Herford;680
Driesch;Siedlung;Rhein-Kreis Neuss;770
Dringenberg;Siedlung;Höxter;1.410
Drolshagen;Siedlung;Olpe;4.460
Drove;Siedlung;Düren;2.160
Druffel;Siedlung;Gütersloh;500
Düffelward;Siedlung;Kleve;730
Duisburg;Siedlung;Duisburg;482.600
Dülken;Siedlung;Viersen;19.400
Dülmen;Siedlung;Coesfeld;28.000
Dünne;Siedlung;Herford;2.230
Dünnerholz;Siedlung;Herford;880
Dünschede - Röllecken;Siedlung;Olpe;1.270
Dünstekoven;Siedlung;Rhein-Sieg-Kreis;540
Dürboslar;Siedlung;Düren;670
Durchholz;Siedlung;Ennepe-Ruhr-Kreis;860
Düren;Siedlung;Düren;72.000
Dürscheid;Siedlung;Rheinisch-Bergischer Kreis;3.090
Dürscheven;Siedlung;Euskirchen;540
Dürwiß;Siedlung;Städteregion Aachen;7.150
Düssel;Siedlung;Mettmann;1.080
Düsseldorf;Siedlung;Düsseldorf;571.300
Echthausen;Siedlung;Soest;1.460
Echtz;Siedlung;Düren;2.020
Eckenhagen;Siedlung;Oberbergischer Kreis;1.860
Eckmannshausen;Siedlung;Siegen-Wittgenstein;800
Ederen;Siedlung;Düren;910
Effeld;Siedlung;Heinsberg;1.070
Effeln;Siedlung;Soest;680
Eggeringhausen;Siedlung;Paderborn;1.280
Eggerode;Siedlung;Borken;520
Eggerscheidt;Siedlung;Mettmann;860
Ehlenbruch;Siedlung;Lippe;700
Ehringhausen;Siedlung;Soest;1.510
Eicherscheid;Siedlung;Städteregion Aachen;1.180
Eicherscheid;Siedlung;Euskirchen;760
Eickelborn;Siedlung;Soest;3.770
Eickhorst;Siedlung;Minden-Lübbecke;970
Eicks;Siedlung;Euskirchen;550
Eikamp;Siedlung;Rheinisch-Bergischer Kreis;1.650
Einen;Siedlung;Warendorf;930
Einruhr;Siedlung;Städteregion Aachen;580
Eisbergen;Siedlung;Minden-Lübbecke;3.020
Eisern;Siedlung;Siegen-Wittgenstein;2.340
Eissen;Siedlung;Höxter;660
Eitorf;Siedlung;Rhein-Sieg-Kreis;11.800
Elbach;Siedlung;Oberbergischer Kreis;640
Elbrinxen;Siedlung;Lippe;1.120
Eldagsen;Siedlung;Minden-Lübbecke;730
Ellen;Siedlung;Düren;2.100
Elleringhausen;Siedlung;Hochsauerlandkreis;1.060
Ellerort - Matilge;Siedlung;Herford;1.810
Ellewick;Siedlung;Borken;670
Elmpt;Siedlung;Viersen;5.380
Elsdorf;Siedlung;Rhein-Erft-Kreis;10.900
Elsenroth;Siedlung;Oberbergischer Kreis;550
Elsig;Siedlung;Euskirchen;550
Elsoff;Siedlung;Siegen-Wittgenstein;540
Elte;Siedlung;Steinfurt;1.160
Elten;Siedlung;Kleve;4.060
Embken;Siedlung;Düren;730
Emmerich am Rhein;Siedlung;Kleve;21.400
Emsdetten;Siedlung;Steinfurt;32.000
Ende;Siedlung;Ennepe-Ruhr-Kreis;12.800
Endorf;Siedlung;Hochsauerlandkreis;1.180
Engelgau;Siedlung;Euskirchen;590
Engelskirchen;Siedlung;Oberbergischer Kreis;4.300
Enger;Siedlung;Herford;11.900
Ennepetal;Siedlung;Ennepe-Ruhr-Kreis;24.700
Enniger;Siedlung;Warendorf;2.690
Ennigerloh;Siedlung;Warendorf;10.600
Entrup;Siedlung;Lippe;990
Enzen;Siedlung;Euskirchen;560
Epe;Siedlung;Borken;13.700
Erder;Siedlung;Lippe;650
Ergste;Siedlung;Unna;6.160
Eringerfeld;Siedlung;Soest;770
Erkelenz;Siedlung;Heinsberg;18.300
Erkeln;Siedlung;Höxter;550
Erkrath;Siedlung;Mettmann;12.200
Erle;Siedlung;Borken;3.080
Erlinghausen;Siedlung;Hochsauerlandkreis;1.050
Erndtebrück;Siedlung;Siegen-Wittgenstein;4.200
Erp;Siedlung;Rhein-Erft-Kreis;2.480
Erwitte;Siedlung;Soest;6.160
Escheln;Siedlung;Viersen;550
Eschenbach;Siedlung;Siegen-Wittgenstein;600
Eschweiler;Siedlung;Städteregion Aachen;42.700
Eschweiler;Siedlung;Euskirchen;520
Eschweiler über Feld;Siedlung;Düren;970
Eslohe (Sauerland);Siedlung;Hochsauerlandkreis;2.620
Espel;Siedlung;Steinfurt;660
Espelkamp;Siedlung;Minden-Lübbecke;14.600
Essen;Siedlung;Essen;547.400
Essentho;Siedlung;Hochsauerlandkreis;990
Esserden;Siedlung;Kleve;760
Etteln;Siedlung;Paderborn;1.750
Euchen;Siedlung;Städteregion Aachen;700
Eudenbach;Siedlung;Rhein-Sieg-Kreis;950
Euskirchen;Siedlung;Euskirchen;29.700
Eversael;Siedlung;Wesel;700
Eversberg;Siedlung;Hochsauerlandkreis;1.790
Eversen;Siedlung;Höxter;500
Eversum;Siedlung;Coesfeld;530
Everswinkel;Siedlung;Warendorf;6.670
Evinghoven;Siedlung;Rhein-Kreis Neuss;690
Exter;Siedlung;Herford;1.610
Feldhausen;Siedlung;Bottrop;1.780
Feldrom;Siedlung;Lippe;540
Feriendorf Venekotensee;Siedlung;Viersen;590
Feudingen;Siedlung;Siegen-Wittgenstein;2.070
Fiestel;Siedlung;Minden-Lübbecke;840
Finnentrop;Siedlung;Olpe;6.130
Fischelbach;Siedlung;Siegen-Wittgenstein;630
Fissenknick;Siedlung;Lippe;550
Flaesheim;Siedlung;Recklinghausen;1.620
Flamersheim;Siedlung;Euskirchen;2.680
Flammersbach;Siedlung;Siegen-Wittgenstein;990
Fleckenberg;Siedlung;Hochsauerlandkreis;1.550
Flerzheim;Siedlung;Rhein-Sieg-Kreis;1.960
Fliesteden;Siedlung;Rhein-Erft-Kreis;1.670
Flüren;Siedlung;Wesel;4.080
Forsbach;Siedlung;Rheinisch-Bergischer Kreis;5.970
Forstwald;Siedlung;Krefeld;3.810
Frauenberg;Siedlung;Euskirchen;660
Frauwüllesheim;Siedlung;Düren;680
Frechen;Siedlung;Rhein-Erft-Kreis;34.000
Freckenhorst;Siedlung;Warendorf;6.890
Freialdenhoven;Siedlung;Düren;970
Freienohl;Siedlung;Hochsauerlandkreis;4.010
Freiheit;Siedlung;Recklinghausen;1.200
Freilingen;Siedlung;Euskirchen;540
Frelenberg;Siedlung;Heinsberg;3.640
Frenz;Siedlung;Düren;620
Fretter;Siedlung;Olpe;1.360
Freudenberg;Siedlung;Siegen-Wittgenstein;8.180
Friedewalde;Siedlung;Minden-Lübbecke;870
Friedrichsdorf;Siedlung;Gütersloh;5.600
Friedrichsfeld;Siedlung;Wesel;12.000
Frielingsdorf - Scheel;Siedlung;Oberbergischer Kreis;4.280
Friesheim;Siedlung;Rhein-Erft-Kreis;2.800
Frille;Siedlung;Minden-Lübbecke;870
Frimmersdorf;Siedlung;Rhein-Kreis Neuss;2.230
Fritzdorf;Siedlung;Rhein-Sieg-Kreis;910
Frohlinde;Siedlung;Recklinghausen;3.340
Froitzheim;Siedlung;Düren;560
Frömern;Siedlung;Unna;1.470
Fröndenberg/Ruhr;Siedlung;Unna;10.900
Fronhoven;Siedlung;Städteregion Aachen;800
Frotheim;Siedlung;Minden-Lübbecke;1.220
Füchtorf;Siedlung;Warendorf;2.130
Fürstenau;Siedlung;Höxter;1.200
Fürstenberg;Siedlung;Paderborn;2.250
Füssenich;Siedlung;Euskirchen;740
Gaderoth;Siedlung;Oberbergischer Kreis;1.000
Gahlen;Siedlung;Wesel;1.120
Gangelt;Siedlung;Heinsberg;2.480
Garbeck;Siedlung;Märkischer Kreis;2.490
Garenfeld;Siedlung;Hagen;930
Garenfeld (Nord);Siedlung;Hagen;570
Gehlenbrink;Siedlung;Herford;1.240
Gehrden;Siedlung;Höxter;830
Geich;Siedlung;Düren;520
Geich bei Füssenich;Siedlung;Euskirchen;870
Geilenkirchen;Siedlung;Heinsberg;13.100
Geisecke;Siedlung;Unna;2.650
Geldern;Siedlung;Kleve;19.300
Gellendorf;Siedlung;Steinfurt;920
Gelmer;Siedlung;Münster;1.500
Gelsenkirchen;Siedlung;Gelsenkirchen;257.200
Gemünd - Malsbenden - Nierfeld;Siedlung;Euskirchen;4.250
Gennebreck;Siedlung;Ennepe-Ruhr-Kreis;1.010
Gerderath;Siedlung;Heinsberg;4.300
Gereonsweiler;Siedlung;Düren;1.030
Gerlingen;Siedlung;Olpe;2.470
Germete;Siedlung;Höxter;960
Gernsdorf;Siedlung;Siegen-Wittgenstein;1.430
Gescher;Siedlung;Borken;12.800
Geseke;Siedlung;Soest;13.600
Gestringen;Siedlung;Minden-Lübbecke;1.620
Getmold;Siedlung;Minden-Lübbecke;620
Gevelinghausen;Siedlung;Hochsauerlandkreis;550
Gevelsberg;Siedlung;Ennepe-Ruhr-Kreis;27.900
Gevenich;Siedlung;Düren;650
Gey;Siedlung;Düren;1.680
Geyen - Sinthern;Siedlung;Rhein-Erft-Kreis;5.710
Gierath;Siedlung;Rhein-Kreis Neuss;2.870
Giershagen;Siedlung;Hochsauerlandkreis;1.350
Gillrath;Siedlung;Heinsberg;2.040
Gilsbach;Siedlung;Siegen-Wittgenstein;650
Gimbte;Siedlung;Steinfurt;730
Ginderich;Siedlung;Wesel;1.520
Girbelsrath;Siedlung;Düren;1.220
Girkhausen;Siedlung;Siegen-Wittgenstein;710
Gladbach;Siedlung;Düren;700
Gladbeck;Siedlung;Recklinghausen;73.600
Glehn;Siedlung;Rhein-Kreis Neuss;4.610
Gleidorf;Siedlung;Hochsauerlandkreis;1.440
Glesch;Siedlung;Rhein-Erft-Kreis;1.860
Glessen;Siedlung;Rhein-Erft-Kreis;5.170
Gleuel;Siedlung;Rhein-Erft-Kreis;6.140
Glösingen;Siedlung;Hochsauerlandkreis;3.960
Goch;Siedlung;Kleve;19.200
Godelheim;Siedlung;Höxter;880
Gohr;Siedlung;Rhein-Kreis Neuss;2.080
Golbach;Siedlung;Euskirchen;610
Golkrath;Siedlung;Heinsberg;940
